Reference,SubReg,Aggressor,Victim,Descript,Desc1,Desc2,Desc3,Desc4,Desc5,Desc6,Date,Year,PolygonID,MRGID,GeoName,Pol_type,MRGID_Ter1,Territory1,MRGID_Sov1,Sovereign1,ISO_Ter1,MRGID_Ter2,Territory2,MRGID_Sov2,Sovereign2,ISO_Ter2,MRGID_Ter3,Territory3,MRGID_Sov3,Sovereign3,ISO_Ter3,x_1,y_1,Area_km2,MRGID_EEZ
2017-119,62,Pirates,Product Tanker,NA,"GULF OF ADEN:On 15 April, six pirates armed with automatic weapons in a white skiff approached and fired upon the product tanker ALHEERA underway near position 12-53N 048-02E. Master raised the alarm, contacted UKMTO and non-essential crew members took",shelter in the citadel. A Chinese Navy warship responded. The armed security team onboard returned fire resulting in the pirates aborting the attack and moving away. Crew and tanker are safe.,NA,NA,NA,NA,2017-04-15,2017,160,8353,Yemeni Exclusive Economic Zone,200NM,2199,Yemen,2199,Yemen,YEM,0,NA,0,NA,NA,0,NA,0,NA,NA,52.0616096242,12.8890558088,527382.733788,8353
2017-114,62,Pirates,Vessel,NA,"GULF OF ADEN:On 15 April at 1316Z, the M/V Alheera was attacked in 12-53N 047-57E.",NA,NA,NA,NA,NA,2017-04-15,2017,160,8353,Yemeni Exclusive Economic Zone,200NM,2199,Yemen,2199,Yemen,YEM,0,NA,0,NA,NA,0,NA,0,NA,NA,52.0616096242,12.8890558088,527382.733788,8353
2017-113,62,Pirates,Vessel,NA,"YEMEN:On 14 April at 0652Z, a vessel was attacked in 15-55.5N 052-20.7E. Shots were fired towards the vessel.",NA,NA,NA,NA,NA,2017-04-14,2017,160,8353,Yemeni Exclusive Economic Zone,200NM,2199,Yemen,2199,Yemen,YEM,0,NA,0,NA,NA,0,NA,0,NA,NA,52.0616096242,12.8890558088,527382.733788,8353
2017-120,28,Robbers,Vessel,NA,"GUATEMALA:On 10 April, one robber boarded an anchored yacht at Bahia de Graciosa, in vicinity 15-51N 088-32W, waking both crewmembers. The captain went topside and discovered a man was removing the small outboard from the rail mount. A scuffle ensued,","and the captain ended up in the water next to the thief's boat. The thief had a handgun tucked into the front waistband of his pants, but did not remove it. He attempted to hold the captain's head underwater but was unsuccessful. The captain sustained","minor injuries. After the thief departed, the yacht moved about 5 miles to Tres Puntas where 5 other cruising boats were anchored. Report made to local authorities in the morning.",NA,NA,NA,2017-04-10,2017,67,8430,Guatemalan Exclusive Economic Zone,200NM,2097,Guatemala,2097,Guatemala,GTM,0,NA,0,NA,NA,0,NA,0,NA,NA,-92.0907971305,12.5524312281,110643.131743,8430
2017-105,62,Suspicious Approach,Vessel,NA,"YEMEN:On 09 April at 0315Z in 14-20N 053-11E, a vessel reported a suspicious approach. The vessel approached to a distance of 1NM from the bow with an additional four skiffs on the starboard beam at a distance of 0.5NM. Four persons were spotted on each",skiff with weapons. Security team aboard vessel showed presence and the vessels moved away.,NA,NA,NA,NA,2017-04-09,2017,160,8353,Yemeni Exclusive Economic Zone,200NM,2199,Yemen,2199,Yemen,YEM,0,NA,0,NA,NA,0,NA,0,NA,NA,52.0616096242,12.8890558088,527382.733788,8353
2017-111,62,Suspicious Approach,Tanker,NA,"GULF OF ADEN:On 08 April, a suspicious skiff with three persons on board approached an underway tanker near position 14-09N 051-37E, approximately 140 nm northwest of Socotra Island. Alarm was raised, crew alerted and onboard security guard showed","weapons. Seeing the vessel hardening and alerted crew, the skiff aborted the approach and moved away from the tanker. All crew safe. The tanker continued her passage.",NA,NA,NA,NA,2017-04-08,2017,160,8353,Yemeni Exclusive Economic Zone,200NM,2199,Yemen,2199,Yemen,YEM,0,NA,0,NA,NA,0,NA,0,NA,NA,52.0616096242,12.8890558088,527382.733788,8353
2017-104,62,Pirates,Vessel,NA,"GULF OF ADEN:On 08 April, armed pirates in a skiff boarded the tanker bulk carrier OS 35 near position14-02N 051-40E, 147nm southeast of Al Mukalla. The Master and crew stopped the engine and retreated into the citadel and requested help via radio. The",vessel was later boarded by China¿s PLA Navy personnel and all crew was rescued. The crew resumed control of the vessel and sailed to a safe port.,NA,NA,NA,NA,2017-04-08,2017,160,8353,Yemeni Exclusive Economic Zone,200NM,2199,Yemen,2199,Yemen,YEM,0,NA,0,NA,NA,0,NA,0,NA,NA,52.0616096242,12.8890558088,527382.733788,8353
2017-110,57,Robbers,Bulk Carrier,NA,"ANGOLA:On 07 April, duty crewman on routine rounds onboard a bulk carrier anchored near position 05-52S 013-02E, Congo River, noticed six robbers on the forecastle and informed the duty officer on the bridge. Alarm was raised and ships whistle sounded.","Seeing the alerted crew, the robbers escaped in their boat with the stolen ship's properties.",NA,NA,NA,NA,2017-04-07,2017,39,8478,Angolan Exclusive Economic Zone,200NM,2150,Angola,2150,Angola,AGO,0,NA,0,NA,NA,0,NA,0,NA,NA,11.0353708514,-11.701097795,495861.858053,8478
2017-121,28,Pirates,Vessel,NA,"HONDURAS:On 06 April, a yacht with 2 persons onboard anchored off Graham's Place, in vicinity16-28N 085-50W. They met a man who identified himself by name and then asked several questions about their planned stay, and number of persons on board. Later","that evening, they were boarded by 4 armed men (3 - 9 mm handguns, 1 rifle), wearing military style pants, and all wearing ranger type boots. One of the men was the man they had met earlier in the day. They demanded all things of value and threatened to","kill the crew if they made any noise or resisted. The captain and crew complied, and the men departed with cash, electronics, iPads, cameras, cellphone, a gas tank, and a propane cylinder after threatening to return if any report was made. A detailed",report was made to local police and the port captain.,NA,NA,2017-04-06,2017,126,8427,Honduran Exclusive Economic Zone,200NM,2103,Honduras,2103,Honduras,HND,0,NA,0,NA,NA,0,NA,0,NA,NA,-83.84844835,16.9115353147,208534.450393,8427
2017-106,25,Robbers,Sailing Vessel,NA,"MARTINIQUE:On 05 April, robbers boarded a sailing yacht berthed at the long main dock in Port de France, vicinity 14-36N 061-05W. An outboard motor fuel tank was reported stolen.",NA,NA,NA,NA,NA,2017-04-05,2017,101,33178,Martinican Exclusive Economic Zone,200NM,8655,Martinique,17,France,MTQ,0,NA,0,NA,NA,0,NA,0,NA,NA,-60.2005459721,14.9751154515,47599.5553363,33178
2017-99,61,Pirates,Vessel,NA,"SOMALIA:On 04 April, Somali pirates hijacked SALAMA I off the coast of central Somalia, in vicinity 03-37N 048-47E. The vessel is reportedly carrying a cargo of food.",NA,NA,NA,NA,NA,2017-04-04,2017,218,8350,Somali Exclusive Economic Zone,200NM,2187,Federal Republic of Somalia,2187,Federal Republic of Somalia,SOM,0,NA,0,NA,NA,0,NA,0,NA,NA,48.7178065692,5.38119709067,781835.626833,8350
2017-96,62,Suspicious Approach,Vessel,NA,"YEMEN:On 03 April at 0530Z in 13-10N 043-03E, a M/V reported being approached by six light blue skiffs with five persons on each skiff. Ladders and hooks were observed on the skiffs. Vessel raised the alarm and armed guards took positions on the bridge",wing. Skiffs departed after a few minutes.,NA,NA,NA,NA,2017-04-03,2017,136,8351,Eritrean Exclusive Economic Zone,200NM,2111,Eritrea,2111,Eritrea,ERI,0,NA,0,NA,NA,0,NA,0,NA,NA,40.5925502681,15.8234585394,78108.5928819,8351
2017-95,61,Pirates,Vessel,NA,SOMALIA:Indian cargo dhow Al KAUSAR with 11 crew enroute form Dubai to Bosaso was hijacked in vicinity 07-58N 049-51E on 01 April. The pirates took the vessel to the Eyl coast of Somalia where they are awaiting ransom payment.UPDATE:The kidnappers took,"the crew onshore in central Galmudug state and clashed with troops two days later, the territory's minister for ports and sea transport, Burhan Warsame, said. ¿We rescued the nine crew and they are healthy and safe,¿ he added.",NA,NA,NA,NA,2017-04-01,2017,218,8350,Somali Exclusive Economic Zone,200NM,2187,Federal Republic of Somalia,2187,Federal Republic of Somalia,SOM,0,NA,0,NA,NA,0,NA,0,NA,NA,48.7178065692,5.38119709067,781835.626833,8350
2017-169,72,Robbers,Bulk Carrier,NA,"INDONESIA:On 31 May, robbers boarded a bulk carrier anchored near position 07-46S 109-04E, Cilacap Anchorage, stole ship's properties and escaped. The theft was noticed by the duty crew during routine rounds. Incident reported to the local agents.",NA,NA,NA,NA,NA,2017-05-31,2017,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
2017-164,62,Pirates,TAnker,NA,"GULF OF ADEN:On 31 May, three assailants in a skiff armed with an RPG chased and fired upon a laden Marshall Islands-flagged tanker MUSKIE near position 12-35N 043-25E, near the Bab el Mandeb Strait. Alarm raised and non-essential crew members mustered",in the citadel. The onboard armed security team fired warning shots that resulted in the skiff moving away. A second skiff followed the tanker. UKMTO was notified and two warships were reported proceeding to the area. All equipment reported to be,"operational and no injuries to crew. The tanker is safe and continued her passage to Rabigh, Saudi Arabia.",NA,NA,NA,2017-05-31,2017,160,8353,Yemeni Exclusive Economic Zone,200NM,2199,Yemen,2199,Yemen,YEM,0,NA,0,NA,NA,0,NA,0,NA,NA,52.0616096242,12.8890558088,527382.733788,8353
2017-179,83,Robbers,Sailing Vessel,NA,"FIJI:On 31 May, two robbers boarded a sailing yacht anchored near position17-19S 177-07E, Wayasewa Island. The robbers stole an iPad, 2 phones and a dive lamp. Local authorities notified.",NA,NA,NA,NA,NA,2017-05-31,2017,213,8325,Fijian Exclusive Economic Zone,200NM,2108,Fiji,2108,Fiji,FJI,0,NA,0,NA,NA,0,NA,0,NA,NA,94.9811669811,-17.9942361498,1283243.50985,8325
2017-170,71,Robbers,Tanker,NA,"INDONESIA:On 28 May, six persons armed with guns boarded a tanker, using a rope, near position02-49N 105-17E, 24 nm west of Pulau Jemaja. They tied up the crew, threatened them with their weapons, stole ship's cash and master's personal belongings and","escaped. Incident reported to the CSO, who notified the authorities.",NA,NA,NA,NA,2017-05-28,2017,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
2017-167,51,Robbers,Container Vessel,NA,"SIERRA LEONE:On 26 May, robbers boarded an anchored container ship near position 08-26N 013-28W, Free Town Roads Anchorage, stole ship's properties and escaped. The theft was discovered by duty crew during routine rounds.",NA,NA,NA,NA,NA,2017-05-26,2017,73,8390,Sierra Leonian Exclusive Economic Zone,200NM,2191,Sierra Leone,2191,Sierra Leone,SLE,0,NA,0,NA,NA,0,NA,0,NA,NA,-14.1446799886,6.6354075324,160578.277588,8390
2017-162,24,Robbers,Cargo Vessel,NA,"VENEZUELA:On 24 May, six robbers boarded an anchored general cargo ship, near position10-17N 064-42W, near Isla Boraccha, Pozuelos Bay Anchorage, and broke into the forecastle store room. Alert duty crewman noticed the robbers and informed the duty","officer who raised the alarm. Seeing the alert crew, the robbers escaped with stolen ship's property. Master tried to contact Port Authorities by VHF but received no response.",NA,NA,NA,NA,2017-05-24,2017,125,8433,Venezuelan Exclusive Economic Zone,200NM,2201,Venezuela,2201,Venezuela,VEN,0,NA,0,NA,NA,0,NA,0,NA,NA,-65.914234022,12.7888675475,472616.003707,8433
2017-166,71,Robbers,Tanker,NA,"INDONESIA:On 24 May, two robbers armed with a machete boarded an anchored product tanker near position 01-43N 101-25E, Dumai Anchorage. Alarm raised and crew mustered. The robbers escaped with stolen ship's properties.",NA,NA,NA,NA,NA,2017-05-24,2017,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
2017-186,24,Robbers,Sailing Vessel,NA,"SAINT VINCENT AND THE GRENADINES:On 24 May, a dinghy and outboard motor were stolen from a sailing yacht anchored in Wallilabou, in vicinity 13-16N 061-16W.",NA,NA,NA,NA,NA,2017-05-24,2017,91,8421,Saint Vincent and the Grenadines Exclusive Economic Zone,200NM,8651,Saint Vincent and the Grenadines,8651,Saint Vincent and the Grenadines,VCT,0,NA,0,NA,NA,0,NA,0,NA,NA,-61.6944240413,13.1580517887,36243.1925939,8421
2017-160,61,Pirates,Fishing Vessel,NA,"SOMALIA:On 23 May, Somali pirates reportedly hijacked an Iranian fishing vessel, in vicinity07-45N 050-13E, to use as a base to attack bigger, more valuable ships, Ali Shire, the mayor of Habo in the northern semi-autonomous region of Puntland, told","Reuters. ¿The Iranian fishing vessel does not have a license to fish in Puntland,¿ he added.",NA,NA,NA,NA,2017-05-23,2017,218,8350,Somali Exclusive Economic Zone,200NM,2187,Federal Republic of Somalia,2187,Federal Republic of Somalia,SOM,0,NA,0,NA,NA,0,NA,0,NA,NA,48.7178065692,5.38119709067,781835.626833,8350
2017-156,24,Robbers,Chemical Tanker,NA,"VENEZUELA:On 18 May, robbers boarded an anchored chemical tanker near position 10-11N 064-46W, 4 nm west of Lecheria, stole ship's equipment, stores and escaped unnoticed. Theft noticed by crew on routine rounds.",NA,NA,NA,NA,NA,2017-05-18,2017,125,8433,Venezuelan Exclusive Economic Zone,200NM,2201,Venezuela,2201,Venezuela,VEN,0,NA,0,NA,NA,0,NA,0,NA,NA,-65.914234022,12.7888675475,472616.003707,8433
2017-148,57,Pirates,Cargo Vessel,NA,"NIGERIA:On 17 May, armed pirates boarded a general cargo ship near position 03-59N 006-46E, approximately 50 nm southwest of Port Harcourt. They kidnapped six crew members and escaped. The remaining crew sailed the vessel to Bonny anchorage. The Nigerian",Navy is investigating the case.,NA,NA,NA,NA,2017-05-17,2017,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2017-158,57,Pirates,Vessel,NA,"NIGERIA:On 16 May, Warri gunmen kidnapped four Itsekiri community leaders and four officials of Elcrest, a Nigerian Petroleum Development Company, along the Benin River, Warri North Local Government Area of Delta State, in vicinity 05-45N 005-03. The",victims were on their way to Warri after an engagement when the boat in which they were traveling was hijacked by gunmen who fired several gunshots before whisking them away.,NA,NA,NA,NA,2017-05-16,2017,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2017-149,62,Suspicious Approach,Bulk Carrier,NA,"GULF OF ADEN:On 16 May, an Indian anti-piracy patrol received a distress call from a Liberia-registered bulk carrier that reported a suspicious incident by two suspicious mother vessels along with 7-8 skiffs. When it sent the distress call, bulk carrier","LORD MOUNTBATTEN was located in vicinity 14-09N 052-23E, 230 nautical miles southwest of Salalah, Oman, and the INS SHARDA immediately proceeded to investigate the incident. One high caliber ALM rifle alone with a filled magazine was found hidden on","board one of the dhows, which was confiscated.",NA,NA,NA,2017-05-16,2017,160,8353,Yemeni Exclusive Economic Zone,200NM,2199,Yemen,2199,Yemen,YEM,0,NA,0,NA,NA,0,NA,0,NA,NA,52.0616096242,12.8890558088,527382.733788,8353
2017-150,73,Suspicious Approach,Offshore Supply Vessel,NA,"INDONESIA:On 16 May, an underway offshore supply ship was approached by a small speed boat near position 03-32N 126-23E, 26 nm southwest of Kepulauan Talaud North Sulawesi. The small boat closed to approximately 30 meters. Alarm raised, crew mustered and","fire pump started to charge fire hoses. Seeing the alerted crew, the boat aborted and moved away.",NA,NA,NA,NA,2017-05-16,2017,220,8492,Indonesian Exclusive Economic Zone,200NM,2127,Indonesia,2127,Indonesia,IDN,0,NA,0,NA,NA,0,NA,0,NA,NA,117.898147552,-3.30903479808,6025109.71458,8492
2017-157,27,Robbers,Vessel,NA,"CAYMAN ISLANDS:On 12 May, a beached dinghy/outboard motor was stolen from the beach area near downtown Georgetown, in vicinity 19-18N 081-21W.",NA,NA,NA,NA,NA,2017-05-12,2017,60,8407,Cayman Islands Exclusive Economic Zone,200NM,8638,Cayman Islands,2208,United Kingdom,CYM,0,NA,0,NA,NA,0,NA,0,NA,NA,-81.1391391941,19.153448028,118398.433806,8407
2017-159,57,Suspicious Approach,Tanker,NA,"NIGERIA:On 12 May, crew of a tanker underway near position 03-58N 007-33E, Yoho Anchorage, noticed two skiffs with around nine persons approaching in suspicious way. Alarm raised and crew was mustered. One skiff closed to a distance of three meters and",seeing the alerted crew moved away.,NA,NA,NA,NA,2017-05-12,2017,166,8474,Nigerian Exclusive Economic Zone,200NM,2253,Nigeria,2253,Nigeria,NGA,0,NA,0,NA,NA,0,NA,0,NA,NA,4.82278332072,4.08512461991,179050.962041,8474
2017-151,74,Robbers,Bulk Carrier,NA,"INDONESIA:On 11 May, a robber armed with a knife boarded an anchored bulk carrier via the anchor chain near position 14-50S 117-32E, Muara Berau Anchorage, Samarinda. Duty crewman on routine rounds noticed the robber and informed the duty officer who","raised the alarm and mustered the crew. Hearing the alarm and seeing the crew's alertness, the robber escaped via the anchor chain. A search was carried out. Nothing reported stolen.",NA,NA,NA,NA,2017-05-11,2017,19,8323,Australian Exclusive Economic Zone,200NM,2147,Australia,2147,Australia,AUS,0,NA,0,NA,NA,0,NA,0,NA,NA,138.083587564,-27.369229549,6870741.53364,8323
