Hotspot,date,hotspot_attacks_window_last3_month,hotspot_attacks_window_last6_month,hotspot_attacks_window_last9_month,hotspot_attacks_window_last12_month
Gulf of Guinea,2012-06-21,10,26,30,43
Gulf of Guinea,2012-06-22,10,26,30,43
Gulf of Guinea,2012-06-23,10,26,30,43
Gulf of Guinea,2012-06-24,10,26,30,42
Gulf of Guinea,2012-06-25,11,27,31,43
Gulf of Guinea,2012-06-26,11,27,31,43
Gulf of Guinea,2012-06-27,11,27,31,43
Gulf of Guinea,2012-06-28,11,27,30,43
Gulf of Guinea,2012-06-29,11,27,30,43
Gulf of Guinea,2012-06-30,15,31,34,46
Gulf of Guinea,2012-07-01,15,30,34,46
Gulf of Guinea,2012-07-02,15,30,34,46
Gulf of Guinea,2012-07-03,12,30,34,46
Gulf of Guinea,2012-07-04,12,30,33,46
Gulf of Guinea,2012-07-05,12,30,33,46
Gulf of Guinea,2012-07-06,12,30,33,46
Gulf of Guinea,2012-07-07,12,28,33,46
Gulf of Guinea,2012-07-08,12,28,33,46
Gulf of Guinea,2012-07-09,12,27,33,46
Gulf of Guinea,2012-07-10,12,27,33,45
Gulf of Guinea,2012-07-11,12,27,33,45
Gulf of Guinea,2012-07-12,12,27,33,45
Gulf of Guinea,2012-07-13,12,27,33,45
Gulf of Guinea,2012-07-14,12,27,33,45
Gulf of Guinea,2012-07-15,12,27,33,45
Gulf of Guinea,2012-07-16,12,27,33,45
Gulf of Guinea,2012-07-17,13,28,34,46
Gulf of Guinea,2012-07-18,13,28,34,45
Gulf of Guinea,2012-07-19,13,28,34,45
Gulf of Guinea,2012-07-20,13,28,34,45
Gulf of Guinea,2012-07-21,13,28,34,45
Gulf of Guinea,2012-07-22,13,28,33,45
Gulf of Guinea,2012-07-23,13,28,33,45
Gulf of Guinea,2012-07-24,12,28,33,44
Gulf of Guinea,2012-07-25,12,28,32,43
Gulf of Guinea,2012-07-26,12,28,32,43
Gulf of Guinea,2012-07-27,14,30,34,45
Gulf of Guinea,2012-07-28,14,30,34,45
Gulf of Guinea,2012-07-29,13,30,34,45
Gulf of Guinea,2012-07-30,14,31,35,46
Gulf of Guinea,2012-07-31,14,31,35,46
Gulf of Guinea,2012-08-01,14,31,35,46
Gulf of Guinea,2012-08-02,13,31,35,46
Gulf of Guinea,2012-08-03,14,32,36,47
Gulf of Guinea,2012-08-04,15,33,37,48
Gulf of Guinea,2012-08-05,14,33,37,48
Gulf of Guinea,2012-08-06,14,34,38,49
Gulf of Guinea,2012-08-07,14,32,38,49
Gulf of Guinea,2012-08-08,14,32,38,49
Gulf of Guinea,2012-08-09,14,31,38,49
Gulf of Guinea,2012-08-10,14,31,38,49
Gulf of Guinea,2012-08-11,14,30,38,49
Gulf of Guinea,2012-08-12,14,30,38,49
Gulf of Guinea,2012-08-13,14,30,38,49
Gulf of Guinea,2012-08-14,14,29,38,48
Gulf of Guinea,2012-08-15,13,29,38,48
Gulf of Guinea,2012-08-16,13,29,38,48
Gulf of Guinea,2012-08-17,13,29,38,48
Gulf of Guinea,2012-08-18,14,30,39,49
Gulf of Guinea,2012-08-19,14,30,39,49
Gulf of Guinea,2012-08-20,14,30,39,49
Gulf of Guinea,2012-08-21,14,30,39,49
Gulf of Guinea,2012-08-22,14,30,39,49
Gulf of Guinea,2012-08-23,14,30,39,49
Gulf of Guinea,2012-08-24,14,29,39,49
Gulf of Guinea,2012-08-25,14,29,39,49
Gulf of Guinea,2012-08-26,14,28,39,49
Gulf of Guinea,2012-08-27,14,26,39,49
Gulf of Guinea,2012-08-28,16,28,41,51
Gulf of Guinea,2012-08-29,16,28,41,51
Gulf of Guinea,2012-08-30,15,28,41,51
Gulf of Guinea,2012-08-31,15,28,41,51
Gulf of Guinea,2012-09-01,15,28,41,51
Gulf of Guinea,2012-09-02,15,28,41,51
Gulf of Guinea,2012-09-03,15,27,41,51
Gulf of Guinea,2012-09-04,16,28,42,52
Gulf of Guinea,2012-09-05,17,29,43,53
Gulf of Guinea,2012-09-06,17,29,43,53
Gulf of Guinea,2012-09-07,17,29,43,53
Gulf of Guinea,2012-09-08,18,30,44,51
Gulf of Guinea,2012-09-09,19,31,45,52
Gulf of Guinea,2012-09-10,19,31,45,51
Gulf of Guinea,2012-09-11,19,31,45,51
Gulf of Guinea,2012-09-12,19,31,45,51
Gulf of Guinea,2012-09-13,19,30,45,51
Gulf of Guinea,2012-09-14,19,30,45,51
Gulf of Guinea,2012-09-15,19,30,45,51
Gulf of Guinea,2012-09-16,19,30,45,50
Gulf of Guinea,2012-09-17,19,30,45,50
Gulf of Guinea,2012-09-18,19,29,45,49
Gulf of Guinea,2012-09-19,19,29,45,49
Gulf of Guinea,2012-09-20,19,29,45,49
Gulf of Guinea,2012-09-21,19,29,45,49
Gulf of Guinea,2012-09-22,19,29,45,49
Gulf of Guinea,2012-09-23,18,29,45,49
Gulf of Guinea,2012-09-24,18,29,45,49
Gulf of Guinea,2012-09-25,18,29,45,49
Gulf of Guinea,2012-09-26,18,29,45,48
Gulf of Guinea,2012-09-27,18,29,45,48
Gulf of Guinea,2012-09-28,14,29,45,48
Gulf of Guinea,2012-09-29,14,29,44,48
Gulf of Guinea,2012-09-30,14,29,44,48
Gulf of Guinea,2012-10-01,14,26,44,48
Gulf of Guinea,2012-10-02,14,26,44,47
Gulf of Guinea,2012-10-03,14,26,44,47
Gulf of Guinea,2012-10-04,15,27,45,48
Gulf of Guinea,2012-10-05,16,28,44,49
Gulf of Guinea,2012-10-06,17,29,45,50
Gulf of Guinea,2012-10-07,17,29,44,50
Gulf of Guinea,2012-10-08,17,29,44,50
Gulf of Guinea,2012-10-09,17,29,44,50
Gulf of Guinea,2012-10-10,17,29,44,50
Gulf of Guinea,2012-10-11,17,29,44,50
Gulf of Guinea,2012-10-12,17,29,44,50
Gulf of Guinea,2012-10-13,17,29,44,50
Gulf of Guinea,2012-10-14,17,29,44,50
Gulf of Guinea,2012-10-15,17,30,45,51
Gulf of Guinea,2012-10-16,17,30,45,51
Gulf of Guinea,2012-10-17,17,30,45,51
Gulf of Guinea,2012-10-18,17,30,45,51
Gulf of Guinea,2012-10-19,17,30,45,51
Gulf of Guinea,2012-10-20,17,30,45,50
Gulf of Guinea,2012-10-21,17,30,45,50
Gulf of Guinea,2012-10-22,17,29,45,50
Gulf of Guinea,2012-10-23,17,29,45,49
Gulf of Guinea,2012-10-24,18,30,46,50
Gulf of Guinea,2012-10-25,16,30,46,50
Gulf of Guinea,2012-10-26,16,30,46,50
Gulf of Guinea,2012-10-27,16,29,46,50
Gulf of Guinea,2012-10-28,15,29,46,50
Gulf of Guinea,2012-10-29,15,29,46,50
Gulf of Guinea,2012-10-30,15,29,46,50
Gulf of Guinea,2012-10-31,15,28,46,50
Gulf of Guinea,2012-11-01,14,28,46,50
Gulf of Guinea,2012-11-02,13,28,46,50
Gulf of Guinea,2012-11-03,13,27,46,50
Gulf of Guinea,2012-11-04,12,26,46,50
Gulf of Guinea,2012-11-05,12,26,44,50
Gulf of Guinea,2012-11-06,12,26,44,50
Gulf of Guinea,2012-11-07,12,26,43,50
Gulf of Guinea,2012-11-08,12,26,43,50
Gulf of Guinea,2012-11-09,12,26,42,50
Gulf of Guinea,2012-11-10,12,26,42,50
Gulf of Guinea,2012-11-11,12,26,42,50
Gulf of Guinea,2012-11-12,12,26,41,50
Gulf of Guinea,2012-11-13,13,26,42,51
Gulf of Guinea,2012-11-14,13,26,42,51
Gulf of Guinea,2012-11-15,13,26,42,51
Gulf of Guinea,2012-11-16,12,26,42,51
Gulf of Guinea,2012-11-17,12,26,42,51
Gulf of Guinea,2012-11-18,12,26,42,51
Gulf of Guinea,2012-11-19,12,26,42,51
Gulf of Guinea,2012-11-20,12,26,42,51
Gulf of Guinea,2012-11-21,13,27,43,52
Gulf of Guinea,2012-11-22,13,27,42,52
Gulf of Guinea,2012-11-23,13,27,42,52
Gulf of Guinea,2012-11-24,13,27,41,52
Gulf of Guinea,2012-11-25,13,27,39,52
Gulf of Guinea,2012-11-26,11,27,39,52
Gulf of Guinea,2012-11-27,11,27,39,52
Gulf of Guinea,2012-11-28,11,26,39,52
Gulf of Guinea,2012-11-29,11,26,39,52
Gulf of Guinea,2012-11-30,12,27,40,53
Gulf of Guinea,2012-12-01,12,27,40,53
Gulf of Guinea,2012-12-02,12,27,39,53
Gulf of Guinea,2012-12-03,11,27,39,53
Gulf of Guinea,2012-12-04,10,27,39,53
Gulf of Guinea,2012-12-05,10,27,39,53
Gulf of Guinea,2012-12-06,10,27,39,53
Gulf of Guinea,2012-12-07,9,27,39,53
Gulf of Guinea,2012-12-08,8,27,39,53
Gulf of Guinea,2012-12-09,8,27,39,53
Gulf of Guinea,2012-12-10,8,27,39,53
Gulf of Guinea,2012-12-11,9,28,40,54
Gulf of Guinea,2012-12-12,9,28,39,54
Gulf of Guinea,2012-12-13,11,30,41,56
Gulf of Guinea,2012-12-14,11,30,41,56
Gulf of Guinea,2012-12-15,11,30,41,56
Gulf of Guinea,2012-12-16,11,30,41,56
Gulf of Guinea,2012-12-17,14,33,43,59
Gulf of Guinea,2012-12-18,14,33,43,59
Gulf of Guinea,2012-12-19,14,33,43,59
Gulf of Guinea,2012-12-20,14,33,43,59
Gulf of Guinea,2012-12-21,14,33,43,59
Gulf of Guinea,2012-12-22,14,32,43,59
Gulf of Guinea,2012-12-23,16,34,45,61
Gulf of Guinea,2012-12-24,16,34,45,61
Gulf of Guinea,2012-12-25,16,34,45,61
Gulf of Guinea,2012-12-26,16,34,45,61
Gulf of Guinea,2012-12-27,16,30,45,61
Gulf of Guinea,2012-12-28,16,30,45,60
Gulf of Guinea,2012-12-29,16,30,45,60
Gulf of Guinea,2012-12-30,16,30,42,60
Gulf of Guinea,2012-12-31,16,30,42,60
Gulf of Guinea,2013-01-01,16,30,42,60
Gulf of Guinea,2013-01-02,15,30,42,60
Gulf of Guinea,2013-01-03,14,30,42,58
Gulf of Guinea,2013-01-04,13,30,42,58
Gulf of Guinea,2013-01-05,13,30,42,57
Gulf of Guinea,2013-01-06,13,30,42,57
Gulf of Guinea,2013-01-07,13,30,42,57
Gulf of Guinea,2013-01-08,13,30,42,57
Gulf of Guinea,2013-01-09,13,30,42,57
Gulf of Guinea,2013-01-10,13,30,42,57
Gulf of Guinea,2013-01-11,13,30,42,57
Gulf of Guinea,2013-01-12,13,30,42,57
Gulf of Guinea,2013-01-13,12,29,42,57
Gulf of Guinea,2013-01-14,12,29,42,57
Gulf of Guinea,2013-01-15,12,29,42,57
Gulf of Guinea,2013-01-16,13,30,43,58
Gulf of Guinea,2013-01-17,13,30,43,58
Gulf of Guinea,2013-01-18,13,30,43,58
Gulf of Guinea,2013-01-19,13,30,43,58
Gulf of Guinea,2013-01-20,13,30,42,58
Gulf of Guinea,2013-01-21,13,30,42,58
Gulf of Guinea,2013-01-22,12,30,42,58
Gulf of Guinea,2013-01-23,12,28,42,58
Gulf of Guinea,2013-01-24,12,28,42,58
Gulf of Guinea,2013-01-25,12,28,41,58
Gulf of Guinea,2013-01-26,12,27,41,58
Gulf of Guinea,2013-01-27,12,27,41,58
Gulf of Guinea,2013-01-28,12,27,41,58
Gulf of Guinea,2013-01-29,12,27,40,58
Gulf of Guinea,2013-01-30,12,26,40,58
Gulf of Guinea,2013-01-31,13,26,41,59
Gulf of Guinea,2013-02-01,13,26,40,59
Gulf of Guinea,2013-02-02,13,25,39,59
Gulf of Guinea,2013-02-03,14,26,40,58
Gulf of Guinea,2013-02-04,15,27,41,59
Gulf of Guinea,2013-02-05,15,27,41,58
Gulf of Guinea,2013-02-06,16,28,42,59
Gulf of Guinea,2013-02-07,17,29,43,59
Gulf of Guinea,2013-02-08,17,29,43,59
Gulf of Guinea,2013-02-09,17,29,43,59
Gulf of Guinea,2013-02-10,18,30,44,59
Gulf of Guinea,2013-02-11,18,31,44,60
Gulf of Guinea,2013-02-12,18,31,44,60
Gulf of Guinea,2013-02-13,18,31,44,60
Gulf of Guinea,2013-02-14,18,30,44,60
Gulf of Guinea,2013-02-15,18,30,44,60
Gulf of Guinea,2013-02-16,18,30,44,60
Gulf of Guinea,2013-02-17,20,32,46,62
Gulf of Guinea,2013-02-18,20,32,46,62
Gulf of Guinea,2013-02-19,19,32,46,62
Gulf of Guinea,2013-02-20,19,32,46,61
Gulf of Guinea,2013-02-21,19,32,46,61
Gulf of Guinea,2013-02-22,20,33,47,61
Gulf of Guinea,2013-02-23,20,33,47,59
Gulf of Guinea,2013-02-24,20,31,47,59
Gulf of Guinea,2013-02-25,21,32,48,60
Gulf of Guinea,2013-02-26,21,32,47,60
Gulf of Guinea,2013-02-27,21,32,47,60
Gulf of Guinea,2013-02-28,20,32,47,60
Gulf of Guinea,2013-03-01,20,32,47,60
Gulf of Guinea,2013-03-02,21,33,48,60
Gulf of Guinea,2013-03-03,21,32,48,60
Gulf of Guinea,2013-03-04,23,33,50,62
Gulf of Guinea,2013-03-05,24,34,51,63
Gulf of Guinea,2013-03-06,24,34,51,63
Gulf of Guinea,2013-03-07,24,33,51,63
Gulf of Guinea,2013-03-08,24,32,51,63
Gulf of Guinea,2013-03-09,24,32,51,63
Gulf of Guinea,2013-03-10,24,32,51,63
Gulf of Guinea,2013-03-11,23,32,51,63
Gulf of Guinea,2013-03-12,23,32,51,62
Gulf of Guinea,2013-03-13,21,32,51,62
Gulf of Guinea,2013-03-14,21,32,51,62
Gulf of Guinea,2013-03-15,21,32,51,62
Gulf of Guinea,2013-03-16,21,32,51,62
Gulf of Guinea,2013-03-17,18,32,51,61
Gulf of Guinea,2013-03-18,18,32,51,61
Gulf of Guinea,2013-03-19,18,32,51,61
Gulf of Guinea,2013-03-20,18,32,51,61
Gulf of Guinea,2013-03-21,18,32,51,61
Gulf of Guinea,2013-03-22,18,32,50,61
Gulf of Guinea,2013-03-23,16,32,50,61
Gulf of Guinea,2013-03-24,17,33,51,62
Gulf of Guinea,2013-03-25,17,33,51,62
Gulf of Guinea,2013-03-26,17,33,51,62
Gulf of Guinea,2013-03-27,17,33,47,62
Gulf of Guinea,2013-03-28,17,33,47,62
Gulf of Guinea,2013-03-29,17,33,47,62
Gulf of Guinea,2013-03-30,18,34,48,60
Gulf of Guinea,2013-03-31,18,34,48,60
Gulf of Guinea,2013-04-01,18,34,48,60
Gulf of Guinea,2013-04-02,18,33,48,60
Gulf of Guinea,2013-04-03,18,32,48,60
Gulf of Guinea,2013-04-04,18,31,48,60
Gulf of Guinea,2013-04-05,18,31,48,60
Gulf of Guinea,2013-04-06,18,31,48,60
Gulf of Guinea,2013-04-07,18,31,48,60
Gulf of Guinea,2013-04-08,18,31,48,60
Gulf of Guinea,2013-04-09,18,31,48,60
Gulf of Guinea,2013-04-10,18,31,48,60
Gulf of Guinea,2013-04-11,18,31,48,60
Gulf of Guinea,2013-04-12,18,31,48,60
Gulf of Guinea,2013-04-13,20,32,49,62
Gulf of Guinea,2013-04-14,20,32,49,62
Gulf of Guinea,2013-04-15,20,32,49,62
Gulf of Guinea,2013-04-16,20,33,50,63
Gulf of Guinea,2013-04-17,20,33,50,63
Gulf of Guinea,2013-04-18,20,33,50,63
Gulf of Guinea,2013-04-19,20,33,50,63
Gulf of Guinea,2013-04-20,20,33,50,62
Gulf of Guinea,2013-04-21,20,33,50,62
Gulf of Guinea,2013-04-22,22,34,52,64
Gulf of Guinea,2013-04-23,22,34,50,64
Gulf of Guinea,2013-04-24,25,37,53,67
Gulf of Guinea,2013-04-25,26,38,54,67
Gulf of Guinea,2013-04-26,28,40,55,69
Gulf of Guinea,2013-04-27,28,40,55,69
Gulf of Guinea,2013-04-28,28,40,55,69
Gulf of Guinea,2013-04-29,28,40,55,68
Gulf of Guinea,2013-04-30,28,40,54,68
Gulf of Guinea,2013-05-01,27,40,53,68
Gulf of Guinea,2013-05-02,27,40,53,67
Gulf of Guinea,2013-05-03,27,40,52,66
Gulf of Guinea,2013-05-04,28,42,54,68
Gulf of Guinea,2013-05-05,29,44,56,70
Gulf of Guinea,2013-05-06,30,45,57,71
Gulf of Guinea,2013-05-07,30,46,58,72
Gulf of Guinea,2013-05-08,29,46,58,72
Gulf of Guinea,2013-05-09,30,47,59,73
Gulf of Guinea,2013-05-10,30,47,59,73
Gulf of Guinea,2013-05-11,30,48,60,74
Gulf of Guinea,2013-05-12,30,48,61,74
Gulf of Guinea,2013-05-13,31,49,62,75
Gulf of Guinea,2013-05-14,33,51,64,77
Gulf of Guinea,2013-05-15,33,51,63,77
Gulf of Guinea,2013-05-16,33,51,63,77
Gulf of Guinea,2013-05-17,34,52,64,78
Gulf of Guinea,2013-05-18,32,52,64,78
Gulf of Guinea,2013-05-19,32,52,64,78
Gulf of Guinea,2013-05-20,32,51,64,78
Gulf of Guinea,2013-05-21,32,51,64,78
Gulf of Guinea,2013-05-22,32,51,64,78
Gulf of Guinea,2013-05-23,31,51,64,78
Gulf of Guinea,2013-05-24,31,51,64,78
Gulf of Guinea,2013-05-25,32,52,63,79
Gulf of Guinea,2013-05-26,31,52,63,79
Gulf of Guinea,2013-05-27,31,52,63,78
Gulf of Guinea,2013-05-28,31,52,63,78
Gulf of Guinea,2013-05-29,31,51,63,78
Gulf of Guinea,2013-05-30,31,51,63,78
Gulf of Guinea,2013-05-31,30,51,63,78
Gulf of Guinea,2013-06-01,30,51,62,78
Gulf of Guinea,2013-06-02,28,51,61,78
Gulf of Guinea,2013-06-03,29,53,63,80
Gulf of Guinea,2013-06-04,31,55,65,82
Gulf of Guinea,2013-06-05,31,55,64,82
Gulf of Guinea,2013-06-06,31,55,63,82
Gulf of Guinea,2013-06-07,31,55,63,82
Gulf of Guinea,2013-06-08,31,55,63,82
Gulf of Guinea,2013-06-09,31,54,63,82
Gulf of Guinea,2013-06-10,31,54,63,82
Gulf of Guinea,2013-06-11,31,52,63,82
Gulf of Guinea,2013-06-12,31,52,63,82
Gulf of Guinea,2013-06-13,33,54,65,84
Gulf of Guinea,2013-06-14,33,54,65,84
Gulf of Guinea,2013-06-15,33,51,65,84
Gulf of Guinea,2013-06-16,33,51,65,84
Gulf of Guinea,2013-06-17,33,51,65,84
Gulf of Guinea,2013-06-18,33,51,65,84
Gulf of Guinea,2013-06-19,33,51,65,84
Gulf of Guinea,2013-06-20,33,51,65,83
Gulf of Guinea,2013-06-21,33,49,65,83
Gulf of Guinea,2013-06-22,32,49,65,83
Gulf of Guinea,2013-06-23,32,49,65,83
Gulf of Guinea,2013-06-24,32,49,65,83
Gulf of Guinea,2013-06-25,32,49,65,79
Gulf of Guinea,2013-06-26,32,49,65,79
Gulf of Guinea,2013-06-27,33,50,66,80
Gulf of Guinea,2013-06-28,32,50,66,80
Gulf of Guinea,2013-06-29,32,50,66,80
Gulf of Guinea,2013-06-30,32,50,66,80
Gulf of Guinea,2013-07-01,32,50,65,80
Gulf of Guinea,2013-07-02,32,50,64,80
Gulf of Guinea,2013-07-03,32,50,63,80
Gulf of Guinea,2013-07-04,32,50,63,80
Gulf of Guinea,2013-07-05,33,51,64,81
Gulf of Guinea,2013-07-06,33,51,64,81
Gulf of Guinea,2013-07-07,34,52,65,82
Gulf of Guinea,2013-07-08,34,52,65,82
Gulf of Guinea,2013-07-09,34,52,65,82
Gulf of Guinea,2013-07-10,35,53,66,83
Gulf of Guinea,2013-07-11,35,53,66,83
Gulf of Guinea,2013-07-12,33,53,65,82
Gulf of Guinea,2013-07-13,33,53,65,82
Gulf of Guinea,2013-07-14,33,53,65,82
Gulf of Guinea,2013-07-15,35,55,68,85
Gulf of Guinea,2013-07-16,37,57,70,87
Gulf of Guinea,2013-07-17,37,57,70,87
Gulf of Guinea,2013-07-18,38,58,71,88
Gulf of Guinea,2013-07-19,40,60,73,90
Gulf of Guinea,2013-07-20,40,60,73,90
Gulf of Guinea,2013-07-21,38,60,72,90
Gulf of Guinea,2013-07-22,38,60,72,88
Gulf of Guinea,2013-07-23,35,60,72,88
Gulf of Guinea,2013-07-24,34,60,72,88
Gulf of Guinea,2013-07-25,32,60,72,87
Gulf of Guinea,2013-07-26,32,60,72,87
Gulf of Guinea,2013-07-27,32,60,72,87
Gulf of Guinea,2013-07-28,32,60,72,87
Gulf of Guinea,2013-07-29,32,60,72,86
Gulf of Guinea,2013-07-30,33,60,73,86
Gulf of Guinea,2013-07-31,34,61,74,87
Gulf of Guinea,2013-08-01,34,61,74,86
Gulf of Guinea,2013-08-02,32,60,74,86
Gulf of Guinea,2013-08-03,30,59,74,86
Gulf of Guinea,2013-08-04,29,59,74,86
Gulf of Guinea,2013-08-05,28,58,74,86
Gulf of Guinea,2013-08-06,28,57,74,86
Gulf of Guinea,2013-08-07,27,57,74,86
Gulf of Guinea,2013-08-08,27,57,74,86
Gulf of Guinea,2013-08-09,26,56,74,86
Gulf of Guinea,2013-08-10,25,55,73,86
Gulf of Guinea,2013-08-11,26,57,75,88
Gulf of Guinea,2013-08-12,26,59,77,90
Gulf of Guinea,2013-08-13,26,59,77,89
Gulf of Guinea,2013-08-14,26,59,77,89
Gulf of Guinea,2013-08-15,27,61,79,91
Gulf of Guinea,2013-08-16,27,59,79,91
Gulf of Guinea,2013-08-17,27,59,79,91
Gulf of Guinea,2013-08-18,27,59,78,91
Gulf of Guinea,2013-08-19,27,59,78,91
Gulf of Guinea,2013-08-20,27,59,78,91
Gulf of Guinea,2013-08-21,27,58,78,91
Gulf of Guinea,2013-08-22,27,58,78,91
Gulf of Guinea,2013-08-23,26,58,78,89
Gulf of Guinea,2013-08-24,26,57,78,89
Gulf of Guinea,2013-08-25,26,57,78,89
Gulf of Guinea,2013-08-26,26,57,78,89
Gulf of Guinea,2013-08-27,26,57,77,89
Gulf of Guinea,2013-08-28,26,57,77,89
Gulf of Guinea,2013-08-29,26,56,77,89
Gulf of Guinea,2013-08-30,26,56,77,88
Gulf of Guinea,2013-08-31,26,54,77,87
Gulf of Guinea,2013-09-01,24,53,77,87
Gulf of Guinea,2013-09-02,22,53,77,87
Gulf of Guinea,2013-09-03,22,53,77,86
Gulf of Guinea,2013-09-04,23,54,78,86
Gulf of Guinea,2013-09-05,23,54,78,86
Gulf of Guinea,2013-09-06,23,54,78,86
Gulf of Guinea,2013-09-07,23,54,77,86
Gulf of Guinea,2013-09-08,23,54,77,86
Gulf of Guinea,2013-09-09,23,54,75,86
Gulf of Guinea,2013-09-10,23,54,75,86
Gulf of Guinea,2013-09-11,21,54,75,86
Gulf of Guinea,2013-09-12,21,54,75,86
Gulf of Guinea,2013-09-13,21,54,72,86
Gulf of Guinea,2013-09-14,21,54,72,86
Gulf of Guinea,2013-09-15,21,54,72,86
Gulf of Guinea,2013-09-16,21,54,72,86
Gulf of Guinea,2013-09-17,21,54,72,86
Gulf of Guinea,2013-09-18,21,54,72,86
Gulf of Guinea,2013-09-19,21,54,70,86
Gulf of Guinea,2013-09-20,21,53,70,86
Gulf of Guinea,2013-09-21,21,53,70,86
Gulf of Guinea,2013-09-22,21,53,70,86
Gulf of Guinea,2013-09-23,21,53,70,86
Gulf of Guinea,2013-09-24,21,53,70,86
Gulf of Guinea,2013-09-25,20,53,70,86
Gulf of Guinea,2013-09-26,20,52,70,86
Gulf of Guinea,2013-09-27,20,52,70,86
Gulf of Guinea,2013-09-28,20,52,70,86
Gulf of Guinea,2013-09-29,20,52,70,85
Gulf of Guinea,2013-09-30,20,52,70,84
Gulf of Guinea,2013-10-01,20,52,70,83
Gulf of Guinea,2013-10-02,20,52,70,83
Gulf of Guinea,2013-10-03,20,53,71,84
Gulf of Guinea,2013-10-04,20,53,71,84
Gulf of Guinea,2013-10-05,19,53,71,84
Gulf of Guinea,2013-10-06,19,53,71,84
Gulf of Guinea,2013-10-07,19,53,71,84
Gulf of Guinea,2013-10-08,18,53,71,84
Gulf of Guinea,2013-10-09,18,53,71,84
Gulf of Guinea,2013-10-10,18,51,71,83
Gulf of Guinea,2013-10-11,18,51,71,83
Gulf of Guinea,2013-10-12,18,51,71,83
Gulf of Guinea,2013-10-13,15,50,70,83
Gulf of Guinea,2013-10-14,13,50,70,83
Gulf of Guinea,2013-10-15,13,50,70,83
Gulf of Guinea,2013-10-16,12,50,70,83
Gulf of Guinea,2013-10-17,10,50,70,83
Gulf of Guinea,2013-10-18,10,50,70,83
Gulf of Guinea,2013-10-19,10,48,70,82
Gulf of Guinea,2013-10-20,10,48,70,82
Gulf of Guinea,2013-10-21,10,45,70,82
Gulf of Guinea,2013-10-22,10,44,70,82
Gulf of Guinea,2013-10-23,11,43,71,83
Gulf of Guinea,2013-10-24,11,43,71,83
Gulf of Guinea,2013-10-25,11,43,71,83
Gulf of Guinea,2013-10-26,11,43,71,83
Gulf of Guinea,2013-10-27,11,43,71,83
Gulf of Guinea,2013-10-28,10,43,70,83
Gulf of Guinea,2013-10-29,9,43,70,83
Gulf of Guinea,2013-10-30,9,43,70,83
Gulf of Guinea,2013-10-31,9,41,69,83
Gulf of Guinea,2013-11-01,9,39,68,83
Gulf of Guinea,2013-11-02,9,38,68,83
Gulf of Guinea,2013-11-03,9,37,67,83
Gulf of Guinea,2013-11-04,9,37,66,83
Gulf of Guinea,2013-11-05,9,36,66,83
Gulf of Guinea,2013-11-06,9,36,66,83
Gulf of Guinea,2013-11-07,9,35,65,83
Gulf of Guinea,2013-11-08,9,34,64,82
Gulf of Guinea,2013-11-09,7,33,64,82
Gulf of Guinea,2013-11-10,5,31,64,82
Gulf of Guinea,2013-11-11,5,31,64,82
Gulf of Guinea,2013-11-12,5,31,64,82
Gulf of Guinea,2013-11-13,3,30,64,82
Gulf of Guinea,2013-11-14,3,30,62,82
Gulf of Guinea,2013-11-15,3,30,62,82
Gulf of Guinea,2013-11-16,3,30,62,81
Gulf of Guinea,2013-11-17,3,30,62,81
Gulf of Guinea,2013-11-18,3,30,62,81
Gulf of Guinea,2013-11-19,3,30,61,81
Gulf of Guinea,2013-11-20,3,30,61,81
Gulf of Guinea,2013-11-21,3,29,61,81
Gulf of Guinea,2013-11-22,3,29,60,81
Gulf of Guinea,2013-11-23,3,29,60,81
Gulf of Guinea,2013-11-24,3,29,60,81
Gulf of Guinea,2013-11-25,3,29,60,80
Gulf of Guinea,2013-11-26,3,29,60,80
Gulf of Guinea,2013-11-27,3,29,59,80
Gulf of Guinea,2013-11-28,3,29,59,80
Gulf of Guinea,2013-11-29,3,29,57,80
Gulf of Guinea,2013-11-30,3,27,56,80
Gulf of Guinea,2013-12-01,3,25,56,80
Gulf of Guinea,2013-12-02,3,25,56,80
Gulf of Guinea,2013-12-03,3,26,57,81
Gulf of Guinea,2013-12-04,3,26,57,81
Gulf of Guinea,2013-12-05,3,26,57,81
Gulf of Guinea,2013-12-06,3,26,57,80
Gulf of Guinea,2013-12-07,3,26,57,80
Gulf of Guinea,2013-12-08,3,26,57,78
Gulf of Guinea,2013-12-09,3,26,57,78
Gulf of Guinea,2013-12-10,3,24,57,78
Gulf of Guinea,2013-12-11,3,24,57,78
Gulf of Guinea,2013-12-12,3,24,57,75
Gulf of Guinea,2013-12-13,3,24,57,75
Gulf of Guinea,2013-12-14,3,24,57,75
Gulf of Guinea,2013-12-15,3,24,57,75
Gulf of Guinea,2013-12-16,4,25,58,76
Gulf of Guinea,2013-12-17,4,25,58,76
Gulf of Guinea,2013-12-18,4,25,58,74
Gulf of Guinea,2013-12-19,4,25,57,74
Gulf of Guinea,2013-12-20,4,25,57,74
Gulf of Guinea,2013-12-21,4,25,57,74
Gulf of Guinea,2013-12-22,4,25,57,74
Gulf of Guinea,2013-12-23,4,25,57,74
Gulf of Guinea,2013-12-24,4,24,57,74
Gulf of Guinea,2013-12-25,4,24,56,74
Gulf of Guinea,2013-12-26,4,24,56,74
Gulf of Guinea,2013-12-27,4,24,56,74
Gulf of Guinea,2013-12-28,4,24,56,74
Gulf of Guinea,2013-12-29,4,24,56,74
