hotspot_gulf_of_guinea,hotspot_southeast_asia,hotspot_gulf_of_aden,date,unique_hotspot_vessels_last_3_month,unique_hotspot_vessels_last_6_month,unique_hotspot_vessels_last_9_month,unique_hotspot_vessels_last_12_month
0,0,1,2013-07-09,7228,9196,10585,11593
0,0,1,2013-07-10,7224,9195,10583,11600
0,0,1,2013-07-11,7218,9198,10582,11600
0,0,1,2013-07-12,7211,9204,10586,11603
0,0,1,2013-07-13,7215,9204,10591,11603
0,0,1,2013-07-14,7224,9197,10593,11605
0,0,1,2013-07-15,7205,9197,10595,11603
0,0,1,2013-07-16,7193,9204,10602,11609
0,0,1,2013-07-17,7189,9206,10603,11614
0,0,1,2013-07-18,7175,9212,10608,11624
0,0,1,2013-07-19,7185,9221,10609,11630
0,0,1,2013-07-20,7187,9232,10627,11638
0,0,1,2013-07-21,7190,9233,10632,11647
0,0,1,2013-07-22,7183,9224,10626,11652
0,0,1,2013-07-23,7190,9225,10627,11655
0,0,1,2013-07-24,7190,9241,10622,11664
0,0,1,2013-07-25,7197,9243,10629,11669
0,0,1,2013-07-26,7203,9249,10643,11685
0,0,1,2013-07-27,7216,9252,10640,11692
0,0,1,2013-07-28,7232,9263,10646,11702
0,0,1,2013-07-29,7232,9265,10655,11705
0,0,1,2013-07-30,7243,9275,10663,11713
0,0,1,2013-07-31,7238,9273,10664,11719
0,0,1,2013-08-01,7243,9286,10677,11728
0,0,1,2013-08-02,7260,9296,10687,11741
0,0,1,2013-08-03,7256,9297,10686,11742
0,0,1,2013-08-04,7244,9299,10687,11743
0,0,1,2013-08-05,7236,9301,10680,11747
0,0,1,2013-08-06,7231,9297,10670,11747
0,0,1,2013-08-07,7224,9287,10662,11742
0,0,1,2013-08-08,7220,9285,10666,11749
0,0,1,2013-08-09,7216,9280,10662,11754
0,0,1,2013-08-10,7222,9295,10671,11758
0,0,1,2013-08-11,7211,9290,10659,11758
0,0,1,2013-08-12,7212,9302,10665,11763
0,0,1,2013-08-13,7200,9300,10669,11768
0,0,1,2013-08-14,7203,9302,10670,11764
0,0,1,2013-08-15,7203,9303,10675,11775
0,0,1,2013-08-16,7207,9300,10680,11775
0,0,1,2013-08-17,7207,9309,10692,11783
0,0,1,2013-08-18,7209,9310,10694,11796
0,0,1,2013-08-19,7209,9307,10697,11800
0,0,1,2013-08-20,7209,9304,10699,11804
0,0,1,2013-08-21,7203,9310,10706,11808
0,0,1,2013-08-22,7201,9317,10716,11813
0,0,1,2013-08-23,7193,9317,10706,11813
0,0,1,2013-08-24,7195,9322,10703,11818
0,0,1,2013-08-25,7199,9316,10701,11817
0,0,1,2013-08-26,7186,9307,10701,11818
0,0,1,2013-08-27,7191,9303,10704,11825
0,0,1,2013-08-28,7217,9317,10721,11848
0,0,1,2013-08-29,7209,9328,10726,11847
0,0,1,2013-08-30,7212,9330,10731,11851
0,0,1,2013-08-31,7209,9331,10730,11854
0,0,1,2013-09-01,7207,9337,10742,11864
0,0,1,2013-09-02,7190,9333,10740,11859
0,0,1,2013-09-03,7186,9332,10735,11858
0,0,1,2013-09-04,7186,9336,10732,11866
0,0,1,2013-09-05,7179,9338,10738,11867
0,0,1,2013-09-06,7186,9336,10743,11873
0,0,1,2013-09-07,7174,9338,10735,11866
0,0,1,2013-09-08,7183,9349,10744,11880
0,0,1,2013-09-09,7172,9336,10739,11876
0,0,1,2013-09-10,7167,9329,10746,11879
0,0,1,2013-09-11,7175,9335,10756,11879
0,0,1,2013-09-12,7173,9327,10758,11883
0,0,1,2013-09-13,7164,9325,10763,11880
0,0,1,2013-09-14,7157,9323,10763,11877
0,0,1,2013-09-15,7153,9326,10768,11883
0,0,1,2013-09-16,7168,9329,10763,11887
0,0,1,2013-09-17,7184,9333,10766,11901
0,0,1,2013-09-18,7182,9346,10769,11903
0,0,1,2013-09-19,7183,9356,10771,11911
0,0,1,2013-09-20,7194,9358,10775,11913
0,0,1,2013-09-21,7190,9369,10786,11919
0,0,1,2013-09-22,7189,9368,10787,11921
0,0,1,2013-09-23,7190,9371,10788,11925
0,0,1,2013-09-24,7198,9369,10784,11930
0,0,1,2013-09-25,7195,9371,10789,11937
0,0,1,2013-09-26,7193,9363,10784,11930
0,0,1,2013-09-27,7191,9360,10790,11935
0,0,1,2013-09-28,7203,9370,10800,11950
0,0,1,2013-09-29,7205,9370,10802,11960
0,0,1,2013-09-30,7201,9370,10799,11962
0,0,1,2013-10-01,7203,9369,10801,11959
0,0,1,2013-10-02,7197,9372,10805,11962
0,0,1,2013-10-03,7202,9370,10812,11962
0,0,1,2013-10-04,7198,9375,10809,11970
0,0,1,2013-10-05,7199,9378,10814,11972
0,0,1,2013-10-06,7188,9363,10804,11965
0,0,1,2013-10-07,7179,9358,10791,11961
0,0,1,2013-10-08,7188,9366,10801,11965
0,0,1,2013-10-09,7191,9372,10812,11968
0,0,1,2013-10-10,7186,9368,10824,11970
0,0,1,2013-10-11,7190,9362,10819,11970
0,0,1,2013-10-12,7185,9357,10817,11973
0,0,1,2013-10-13,7206,9354,10828,11983
0,0,1,2013-10-14,7208,9353,10839,11996
0,0,1,2013-10-15,7197,9346,10838,11995
0,0,1,2013-10-16,7199,9337,10845,12000
0,0,1,2013-10-17,7202,9340,10848,11997
0,0,1,2013-10-18,7206,9334,10851,12003
0,0,1,2013-10-19,7201,9334,10848,12001
0,0,1,2013-10-20,7219,9345,10852,12010
0,0,1,2013-10-21,7216,9347,10852,12016
0,0,1,2013-10-22,7201,9343,10863,12004
0,0,1,2013-10-23,7190,9338,10860,12007
0,0,1,2013-10-24,7201,9333,10860,12014
0,0,1,2013-10-25,7198,9334,10856,12005
0,0,1,2013-10-26,7194,9337,10856,12007
0,0,1,2013-10-27,7201,9343,10867,12021
0,0,1,2013-10-28,7200,9344,10872,12022
0,0,1,2013-10-29,7203,9352,10884,12033
0,0,1,2013-10-30,7200,9340,10881,12030
0,0,1,2013-10-31,7202,9342,10878,12027
0,0,1,2013-11-01,7198,9336,10881,12030
0,0,1,2013-11-02,7197,9330,10885,12031
0,0,1,2013-11-03,7200,9324,10889,12029
0,0,1,2013-11-04,7188,9318,10890,12027
0,0,1,2013-11-05,7191,9316,10886,12024
0,0,1,2013-11-06,7180,9305,10871,12020
0,0,1,2013-11-07,7178,9308,10870,12015
0,0,1,2013-11-08,7165,9294,10871,12009
0,0,1,2013-11-09,7169,9293,10871,12002
0,0,1,2013-11-10,7180,9289,10877,12008
0,0,1,2013-11-11,7184,9279,10871,12005
0,0,1,2013-11-12,7177,9281,10877,12008
0,0,1,2013-11-13,7177,9280,10879,12012
0,0,1,2013-11-14,7179,9281,10880,12018
0,0,1,2013-11-15,7179,9269,10878,12016
0,0,1,2013-11-16,7182,9264,10869,12012
0,0,1,2013-11-17,7188,9270,10867,12014
0,0,1,2013-11-18,7182,9269,10867,12017
0,0,1,2013-11-19,7171,9265,10870,12022
0,0,1,2013-11-20,7167,9260,10867,12027
0,0,1,2013-11-21,7168,9256,10871,12024
0,0,1,2013-11-22,7159,9249,10871,12017
0,0,1,2013-11-23,7164,9249,10864,12011
0,0,1,2013-11-24,7163,9235,10856,12009
0,0,1,2013-11-25,7171,9231,10850,12010
0,0,1,2013-11-26,7149,9226,10840,12009
0,0,1,2013-11-27,7143,9222,10848,12013
0,0,1,2013-11-28,7154,9232,10854,12018
0,0,1,2013-11-29,7146,9226,10849,12015
0,0,1,2013-11-30,7151,9216,10847,12016
0,0,1,2013-12-01,7157,9211,10850,12017
0,0,1,2013-12-02,7152,9205,10847,12012
0,0,1,2013-12-03,7149,9203,10849,12009
0,0,1,2013-12-04,7134,9198,10850,12016
0,0,1,2013-12-05,7138,9200,10845,12019
0,0,1,2013-12-06,7129,9191,10846,12015
0,0,1,2013-12-07,7118,9185,10843,12012
0,0,1,2013-12-08,7111,9176,10836,12010
0,0,1,2013-12-09,7121,9187,10841,12024
0,0,1,2013-12-10,7107,9182,10836,12022
0,0,1,2013-12-11,7109,9182,10833,12025
0,0,1,2013-12-12,7110,9169,10834,12030
0,0,1,2013-12-13,7119,9171,10839,12045
0,0,1,2013-12-14,7105,9158,10832,12044
0,0,1,2013-12-15,7114,9175,10836,12045
0,0,1,2013-12-16,7102,9175,10828,12034
0,0,1,2013-12-17,7086,9165,10830,12033
0,0,1,2013-12-18,7077,9159,10835,12027
0,0,1,2013-12-19,7069,9153,10827,12021
0,0,1,2013-12-20,7063,9147,10832,12030
0,0,1,2013-12-21,7057,9144,10830,12031
0,0,1,2013-12-22,7055,9134,10820,12020
0,0,1,2013-12-23,7064,9139,10827,12021
0,0,1,2013-12-24,7052,9134,10824,12022
0,0,1,2013-12-25,7051,9136,10822,12022
0,0,1,2013-12-26,7055,9134,10823,12029
0,0,1,2013-12-27,7056,9130,10822,12032
0,0,1,2013-12-28,7058,9137,10821,12035
0,0,1,2013-12-29,7064,9133,10826,12039
0,0,1,2013-12-30,7067,9140,10833,12050
0,0,1,2013-12-31,7063,9132,10836,12056
0,0,1,2014-01-01,7065,9137,10835,12063
0,0,1,2014-01-02,7059,9128,10838,12060
0,0,1,2014-01-03,7033,9116,10832,12060
0,0,1,2014-01-04,7030,9114,10821,12055
0,0,1,2014-01-05,7028,9111,10825,12050
0,0,1,2014-01-06,7026,9108,10821,12052
0,0,1,2014-01-07,7021,9100,10812,12047
0,0,1,2014-01-08,7006,9090,10805,12056
0,0,1,2014-01-09,7014,9101,10808,12059
0,0,1,2014-01-10,7014,9110,10816,12063
0,0,1,2014-01-11,6993,9114,10803,12066
0,0,1,2014-01-12,6985,9116,10799,12069
0,0,1,2014-01-13,6981,9106,10798,12072
0,0,1,2014-01-14,6971,9113,10793,12079
0,0,1,2014-01-15,6961,9117,10798,12081
0,0,1,2014-01-16,6957,9117,10795,12087
0,0,1,2014-01-17,6960,9112,10799,12087
0,0,1,2014-01-18,6945,9113,10798,12080
0,0,1,2014-01-19,6954,9112,10798,12073
0,0,1,2014-01-20,6961,9105,10799,12084
0,0,1,2014-01-21,6970,9102,10803,12086
0,0,1,2014-01-22,6966,9106,10797,12085
0,0,1,2014-01-23,6964,9104,10794,12077
0,0,1,2014-01-24,6961,9102,10794,12077
0,0,1,2014-01-25,6969,9106,10796,12085
0,0,1,2014-01-26,6984,9111,10797,12090
0,0,1,2014-01-27,6973,9110,10793,12091
0,0,1,2014-01-28,6956,9095,10780,12087
0,0,1,2014-01-29,6954,9097,10788,12090
0,0,1,2014-01-30,6947,9096,10783,12096
0,0,1,2014-01-31,6942,9103,10784,12103
0,0,1,2014-02-01,6944,9107,10781,12112
0,0,1,2014-02-02,6951,9111,10785,12120
0,0,1,2014-02-03,6957,9116,10785,12118
0,0,1,2014-02-04,6961,9118,10786,12111
0,0,1,2014-02-05,6972,9127,10798,12120
0,0,1,2014-02-06,6974,9117,10791,12126
0,0,1,2014-02-07,6986,9125,10794,12132
0,0,1,2014-02-08,6987,9139,10795,12143
0,0,1,2014-02-09,6986,9152,10795,12147
0,0,1,2014-02-10,6987,9145,10795,12150
0,0,1,2014-02-11,6992,9146,10793,12150
0,0,1,2014-02-12,6997,9155,10805,12152
0,0,1,2014-02-13,6992,9155,10794,12148
0,0,1,2014-02-14,7010,9163,10790,12141
0,0,1,2014-02-15,7008,9166,10793,12138
0,0,1,2014-02-16,7012,9158,10787,12135
0,0,1,2014-02-17,7013,9143,10778,12134
0,0,1,2014-02-18,7008,9145,10775,12136
0,0,1,2014-02-19,7007,9150,10774,12142
0,0,1,2014-02-20,7015,9156,10777,12154
0,0,1,2014-02-21,7029,9161,10783,12152
0,0,1,2014-02-22,7027,9163,10777,12154
0,0,1,2014-02-23,7028,9165,10777,12151
0,0,1,2014-02-24,7032,9150,10777,12148
0,0,1,2014-02-25,7024,9147,10773,12151
0,0,1,2014-02-26,7021,9150,10780,12153
0,0,1,2014-02-27,7014,9146,10780,12147
0,0,1,2014-02-28,7013,9148,10769,12144
0,0,1,2014-03-01,7023,9162,10770,12154
0,0,1,2014-03-02,7024,9166,10774,12156
0,0,1,2014-03-03,7025,9172,10780,12164
0,0,1,2014-03-04,7022,9165,10776,12165
0,0,1,2014-03-05,7026,9175,10785,12166
0,0,1,2014-03-06,7019,9171,10779,12171
0,0,1,2014-03-07,7022,9171,10783,12176
0,0,1,2014-03-08,7031,9180,10786,12176
0,0,1,2014-03-09,7041,9177,10792,12175
0,0,1,2014-03-10,7040,9177,10792,12177
0,0,1,2014-03-11,7044,9181,10794,12176
0,0,1,2014-03-12,7054,9187,10789,12186
0,0,1,2014-03-13,7054,9191,10787,12187
0,0,1,2014-03-14,7053,9180,10780,12185
0,0,1,2014-03-15,7061,9175,10783,12179
0,0,1,2014-03-16,7062,9157,10776,12167
0,0,1,2014-03-17,7070,9152,10775,12175
0,0,1,2014-03-18,7079,9150,10771,12181
0,0,1,2014-03-19,7076,9148,10771,12180
0,0,1,2014-03-20,7065,9137,10764,12181
0,0,1,2014-03-21,7076,9139,10762,12186
0,0,1,2014-03-22,7065,9145,10756,12182
0,0,1,2014-03-23,7063,9142,10755,12182
0,0,1,2014-03-24,7064,9146,10762,12189
0,0,1,2014-03-25,7069,9155,10769,12193
0,0,1,2014-03-26,7068,9157,10767,12189
0,0,1,2014-03-27,7067,9161,10765,12188
0,0,1,2014-03-28,7051,9157,10771,12189
0,0,1,2014-03-29,7081,9174,10773,12198
0,0,1,2014-03-30,7098,9184,10779,12203
0,0,1,2014-03-31,7109,9186,10780,12211
0,0,1,2014-04-01,7114,9190,10789,12211
0,0,1,2014-04-02,7134,9203,10801,12225
0,0,1,2014-04-03,7136,9185,10794,12226
0,0,1,2014-04-04,7154,9189,10794,12220
0,0,1,2014-04-05,7164,9188,10792,12222
0,0,1,2014-04-06,7166,9179,10781,12212
0,0,1,2014-04-07,7178,9199,10794,12222
0,0,1,2014-04-08,7197,9203,10795,12223
0,0,1,2014-04-09,7201,9211,10804,12223
0,0,1,2014-04-10,7211,9211,10809,12225
0,0,1,2014-04-11,7224,9205,10818,12222
0,0,1,2014-04-12,7217,9208,10815,12220
0,0,1,2014-04-13,7226,9207,10810,12223
0,0,1,2014-04-14,7229,9209,10814,12223
0,0,1,2014-04-15,7236,9211,10814,12232
0,0,1,2014-04-16,7248,9221,10820,12233
0,0,1,2014-04-17,7249,9225,10815,12232
0,0,1,2014-04-18,7250,9214,10818,12227
0,0,1,2014-04-19,7252,9214,10812,12228
0,0,1,2014-04-20,7258,9222,10806,12233
0,0,1,2014-04-21,7267,9229,10800,12232
0,0,1,2014-04-22,7278,9219,10806,12229
0,0,1,2014-04-23,7276,9226,10807,12232
0,0,1,2014-04-24,7290,9229,10810,12232
0,0,1,2014-04-25,7309,9236,10816,12236
0,0,1,2014-04-26,7311,9249,10821,12241
0,0,1,2014-04-27,7326,9246,10824,12237
0,0,1,2014-04-28,7327,9250,10823,12235
0,0,1,2014-04-29,7324,9244,10827,12245
0,0,1,2014-04-30,7326,9244,10827,12241
0,0,1,2014-05-01,7328,9237,10825,12241
0,0,1,2014-05-02,7321,9234,10820,12229
0,0,1,2014-05-03,7314,9230,10814,12222
0,0,1,2014-05-04,7324,9244,10824,12227
0,0,1,2014-05-05,7325,9251,10828,12227
0,0,1,2014-05-06,7345,9263,10826,12236
0,0,1,2014-05-07,7356,9275,10827,12238
0,0,1,2014-05-08,7357,9278,10835,12238
0,0,1,2014-05-09,7354,9278,10841,12237
0,0,1,2014-05-10,7361,9281,10853,12241
0,0,1,2014-05-11,7349,9277,10840,12235
0,0,1,2014-05-12,7350,9273,10833,12228
0,0,1,2014-05-13,7359,9288,10847,12242
0,0,1,2014-05-14,7364,9295,10855,12242
0,0,1,2014-05-15,7362,9305,10859,12236
0,0,1,2014-05-16,7358,9308,10865,12242
0,0,1,2014-05-17,7348,9304,10861,12238
0,0,1,2014-05-18,7358,9310,10850,12232
0,0,1,2014-05-19,7359,9312,10858,12234
0,0,1,2014-05-20,7371,9316,10868,12234
0,0,1,2014-05-21,7374,9329,10871,12240
0,0,1,2014-05-22,7384,9345,10878,12246
0,0,1,2014-05-23,7396,9344,10886,12244
0,0,1,2014-05-24,7379,9340,10887,12240
0,0,1,2014-05-25,7388,9344,10879,12242
0,0,1,2014-05-26,7395,9348,10885,12244
0,0,1,2014-05-27,7411,9363,10896,12259
0,0,1,2014-05-28,7414,9363,10895,12259
0,0,1,2014-05-29,7407,9360,10894,12250
0,0,1,2014-05-30,7394,9365,10900,12246
0,0,1,2014-05-31,7399,9364,10901,12248
0,0,1,2014-06-01,7396,9369,10911,12254
0,0,1,2014-06-02,7402,9381,10911,12258
0,0,1,2014-06-03,7407,9387,10915,12262
0,0,1,2014-06-04,7409,9393,10916,12260
0,0,1,2014-06-05,7424,9407,10921,12267
0,0,1,2014-06-06,7431,9417,10927,12273
0,0,1,2014-06-07,7441,9425,10930,12276
0,0,1,2014-06-08,7436,9424,10929,12279
0,0,1,2014-06-09,7436,9433,10936,12284
0,0,1,2014-06-10,7450,9448,10949,12286
0,0,1,2014-06-11,7458,9455,10959,12289
0,0,1,2014-06-12,7466,9456,10955,12289
0,0,1,2014-06-13,7482,9473,10964,12304
0,0,1,2014-06-14,7485,9482,10965,12308
0,0,1,2014-06-15,7503,9489,10970,12308
0,0,1,2014-06-16,7510,9508,10976,12314
0,0,1,2014-06-17,7514,9522,10984,12324
0,0,1,2014-06-18,7525,9520,10986,12324
0,0,1,2014-06-19,7541,9527,10984,12323
0,0,1,2014-06-20,7551,9528,11006,12330
0,0,1,2014-06-21,7561,9532,11008,12333
0,0,1,2014-06-22,7560,9524,11009,12334
0,0,1,2014-06-23,7555,9520,11007,12330
0,0,1,2014-06-24,7558,9535,11020,12339
0,0,1,2014-06-25,7551,9537,11024,12337
0,0,1,2014-06-26,7561,9530,11024,12343
0,0,1,2014-06-27,7559,9541,11028,12341
0,0,1,2014-06-28,7547,9543,11022,12338
0,0,1,2014-06-29,7557,9554,11032,12346
0,0,1,2014-06-30,7565,9563,11034,12350
0,0,1,2014-07-01,7566,9566,11034,12349
0,0,1,2014-07-02,7564,9571,11025,12347
0,0,1,2014-07-03,7564,9573,11023,12348
0,0,1,2014-07-04,7567,9574,11026,12345
0,0,1,2014-07-05,7579,9584,11033,12350
0,0,1,2014-07-06,7584,9588,11043,12351
0,0,1,2014-07-07,7599,9596,11042,12349
0,0,1,2014-07-08,7588,9598,11051,12354
0,0,1,2014-07-09,7578,9611,11049,12355
0,0,1,2014-07-10,7570,9618,11042,12362
0,0,1,2014-07-11,7557,9606,11032,12356
0,0,1,2014-07-12,7560,9613,11031,12351
0,0,1,2014-07-13,7556,9614,11025,12350
0,0,1,2014-07-14,7547,9613,11019,12348
0,0,1,2014-07-15,7530,9615,11019,12346
0,0,1,2014-07-16,7529,9619,11026,12343
0,0,1,2014-07-17,7543,9625,11030,12354
0,0,1,2014-07-18,7554,9636,11035,12354
0,0,1,2014-07-19,7571,9642,11044,12354
0,0,1,2014-07-20,7566,9644,11045,12344
0,0,1,2014-07-21,7571,9657,11044,12355
0,0,1,2014-07-22,7575,9660,11053,12360
0,0,1,2014-07-23,7576,9673,11062,12370
0,0,1,2014-07-24,7572,9674,11062,12368
0,0,1,2014-07-25,7571,9677,11069,12369
0,0,1,2014-07-26,7568,9675,11068,12372
0,0,1,2014-07-27,7568,9680,11071,12370
0,0,1,2014-07-28,7573,9687,11078,12380
0,0,1,2014-07-29,7555,9686,11081,12375
0,0,1,2014-07-30,7554,9688,11076,12376
0,0,1,2014-07-31,7552,9690,11083,12381
0,0,1,2014-08-01,7549,9682,11081,12376
0,0,1,2014-08-02,7557,9678,11082,12375
0,0,1,2014-08-03,7551,9675,11087,12377
0,0,1,2014-08-04,7557,9681,11090,12372
0,0,1,2014-08-05,7555,9686,11088,12363
0,0,1,2014-08-06,7545,9683,11085,12363
0,0,1,2014-08-07,7549,9680,11078,12362
0,0,1,2014-08-08,7562,9689,11085,12377
0,0,1,2014-08-09,7561,9696,11087,12374
0,0,1,2014-08-10,7562,9702,11091,12374
0,0,1,2014-08-11,7565,9702,11090,12374
0,0,1,2014-08-12,7574,9708,11099,12385
0,0,1,2014-08-13,7578,9713,11107,12388
0,0,1,2014-08-14,7566,9711,11108,12392
0,0,1,2014-08-15,7567,9716,11120,12400
0,0,1,2014-08-16,7574,9729,11130,12392
0,0,1,2014-08-17,7579,9737,11138,12403
0,0,1,2014-08-18,7590,9751,11152,12420
0,0,1,2014-08-19,7587,9754,11161,12425
0,0,1,2014-08-20,7594,9763,11170,12431
0,0,1,2014-08-21,7581,9760,11164,12433
0,0,1,2014-08-22,7577,9759,11168,12438
0,0,1,2014-08-23,7569,9761,11167,12424
0,0,1,2014-08-24,7566,9758,11158,12419
0,0,1,2014-08-25,7560,9762,11157,12421
0,0,1,2014-08-26,7572,9777,11166,12429
0,0,1,2014-08-27,7562,9769,11169,12431
0,0,1,2014-08-28,7556,9764,11173,12441
0,0,1,2014-08-29,7552,9766,11170,12438
0,0,1,2014-08-30,7550,9766,11174,12450
0,0,1,2014-08-31,7545,9768,11180,12450
0,0,1,2014-09-01,7539,9780,11196,12465
0,0,1,2014-09-02,7545,9789,11212,12476
0,0,1,2014-09-03,7541,9794,11219,12474
0,0,1,2014-09-04,7559,9806,11235,12489
0,0,1,2014-09-05,7563,9807,11244,12493
0,0,1,2014-09-06,7564,9808,11242,12491
0,0,1,2014-09-07,7558,9807,11244,12493
0,0,1,2014-09-08,7558,9815,11250,12496
0,0,1,2014-09-09,7555,9820,11254,12503
0,0,1,2014-09-10,7558,9824,11257,12498
0,0,1,2014-09-11,7568,9838,11271,12508
0,0,1,2014-09-12,7566,9832,11278,12507
0,0,1,2014-09-13,7580,9849,11285,12510
0,0,1,2014-09-14,7576,9849,11293,12504
0,0,1,2014-09-15,7576,9850,11302,12507
0,0,1,2014-09-16,7571,9847,11295,12503
0,0,1,2014-09-17,7575,9858,11305,12504
0,0,1,2014-09-18,7582,9870,11311,12519
0,0,1,2014-09-19,7581,9875,11313,12519
0,0,1,2014-09-20,7589,9878,11310,12522
0,0,1,2014-09-21,7591,9874,11308,12524
0,0,1,2014-09-22,7598,9878,11322,12533
0,0,1,2014-09-23,7599,9877,11324,12536
0,0,1,2014-09-24,7601,9878,11322,12539
0,0,1,2014-09-25,7604,9878,11329,12538
0,0,1,2014-09-26,7589,9862,11324,12530
0,0,1,2014-09-27,7591,9862,11328,12532
0,0,1,2014-09-28,7578,9863,11333,12529
0,0,1,2014-09-29,7582,9869,11338,12530
0,0,1,2014-09-30,7583,9865,11344,12526
0,0,1,2014-10-01,7583,9857,11337,12522
0,0,1,2014-10-02,7590,9857,11339,12522
0,0,1,2014-10-03,7589,9856,11337,12518
0,0,1,2014-10-04,7588,9858,11344,12530
0,0,1,2014-10-05,7607,9867,11353,12530
0,0,1,2014-10-06,7619,9862,11356,12536
0,0,1,2014-10-07,7627,9862,11363,12535
0,0,1,2014-10-08,7621,9851,11365,12525
0,0,1,2014-10-09,7620,9845,11360,12520
0,0,1,2014-10-10,7625,9846,11359,12516
0,0,1,2014-10-11,7625,9841,11358,12513
0,0,1,2014-10-12,7631,9831,11356,12511
0,0,1,2014-10-13,7644,9823,11368,12518
0,0,1,2014-10-14,7646,9823,11371,12527
0,0,1,2014-10-15,7658,9835,11387,12537
0,0,1,2014-10-16,7678,9846,11400,12547
0,0,1,2014-10-17,7675,9853,11398,12551
0,0,1,2014-10-18,7677,9846,11402,12555
0,0,1,2014-10-19,7670,9846,11405,12545
0,0,1,2014-10-20,7682,9843,11404,12553
0,0,1,2014-10-21,7681,9848,11417,12561
0,0,1,2014-10-22,7692,9851,11425,12565
0,0,1,2014-10-23,7699,9853,11434,12574
0,0,1,2014-10-24,7715,9870,11453,12585
0,0,1,2014-10-25,7707,9861,11449,12586
0,0,1,2014-10-26,7698,9850,11439,12578
0,0,1,2014-10-27,7708,9849,11451,12588
0,0,1,2014-10-28,7712,9852,11454,12585
0,0,1,2014-10-29,7702,9853,11457,12591
0,0,1,2014-10-30,7703,9852,11450,12593
0,0,1,2014-10-31,7707,9859,11449,12598
0,0,1,2014-11-01,7700,9851,11444,12598
0,0,1,2014-11-02,7690,9848,11443,12599
0,0,1,2014-11-03,7688,9854,11449,12602
0,0,1,2014-11-04,7690,9853,11450,12602
0,0,1,2014-11-05,7689,9854,11449,12604
0,0,1,2014-11-06,7688,9859,11455,12609
0,0,1,2014-11-07,7685,9855,11456,12608
0,0,1,2014-11-08,7696,9862,11466,12612
0,0,1,2014-11-09,7707,9869,11461,12612
0,0,1,2014-11-10,7699,9867,11455,12606
0,0,1,2014-11-11,7699,9866,11458,12607
0,0,1,2014-11-12,7712,9873,11467,12612
0,0,1,2014-11-13,7708,9875,11464,12618
0,0,1,2014-11-14,7703,9880,11474,12623
0,0,1,2014-11-15,7704,9881,11474,12618
0,0,1,2014-11-16,7700,9886,11487,12631
0,0,1,2014-11-17,7700,9883,11482,12632
0,0,1,2014-11-18,7686,9876,11478,12630
0,0,1,2014-11-19,7685,9865,11480,12628
0,0,1,2014-11-20,7685,9861,11478,12631
0,0,1,2014-11-21,7681,9860,11482,12632
0,0,1,2014-11-22,7673,9860,11484,12634
0,0,1,2014-11-23,7672,9856,11488,12634
0,0,1,2014-11-24,7667,9853,11489,12634
0,0,1,2014-11-25,7677,9850,11487,12640
0,0,1,2014-11-26,7676,9840,11480,12639
0,0,1,2014-11-27,7658,9841,11482,12637
0,0,1,2014-11-28,7664,9839,11479,12630
0,0,1,2014-11-29,7658,9835,11480,12638
0,0,1,2014-11-30,7651,9824,11480,12641
0,0,1,2014-12-01,7658,9838,11494,12657
0,0,1,2014-12-02,7648,9834,11496,12660
0,0,1,2014-12-03,7648,9844,11499,12670
0,0,1,2014-12-04,7649,9840,11496,12668
0,0,1,2014-12-05,7634,9831,11496,12663
0,0,1,2014-12-06,7647,9827,11495,12669
0,0,1,2014-12-07,7653,9836,11506,12677
0,0,1,2014-12-08,7644,9818,11501,12668
0,0,1,2014-12-09,7633,9808,11494,12664
0,0,1,2014-12-10,7639,9813,11501,12669
0,0,1,2014-12-11,7648,9831,11510,12686
0,0,1,2014-12-12,7649,9840,11520,12689
0,0,1,2014-12-13,7650,9839,11517,12692
0,0,1,2014-12-14,7639,9828,11508,12690
0,0,1,2014-12-15,7645,9830,11511,12689
0,0,1,2014-12-16,7635,9821,11512,12692
0,0,1,2014-12-17,7626,9816,11512,12688
0,0,1,2014-12-18,7630,9819,11516,12695
0,0,1,2014-12-19,7619,9820,11514,12694
0,0,1,2014-12-20,7617,9814,11510,12695
0,0,1,2014-12-21,7618,9811,11515,12704
0,0,1,2014-12-22,7622,9810,11508,12703
0,0,1,2014-12-23,7614,9799,11504,12701
0,0,1,2014-12-24,7599,9799,11499,12704
0,0,1,2014-12-25,7601,9792,11493,12711
0,0,1,2014-12-26,7599,9791,11490,12711
0,0,1,2014-12-27,7609,9787,11494,12713
0,0,1,2014-12-28,7597,9785,11500,12720
0,0,1,2014-12-29,7606,9793,11503,12733
0,0,1,2014-12-30,7612,9792,11500,12732
0,0,1,2014-12-31,7622,9806,11510,12739
0,0,1,2015-01-01,7628,9814,11517,12743
0,0,1,2015-01-02,7632,9818,11514,12747
0,0,1,2015-01-03,7628,9821,11518,12748
0,0,1,2015-01-04,7631,9826,11516,12750
0,0,1,2015-01-05,7630,9826,11512,12751
0,0,1,2015-01-06,7640,9832,11514,12756
0,0,1,2015-01-07,7627,9823,11507,12748
0,0,1,2015-01-08,7626,9822,11510,12753
0,0,1,2015-01-09,7632,9824,11508,12759
0,0,1,2015-01-10,7630,9834,11506,12763
0,0,1,2015-01-11,7627,9849,11505,12774
0,0,1,2015-01-12,7624,9845,11504,12775
0,0,1,2015-01-13,7622,9846,11512,12781
0,0,1,2015-01-14,7621,9860,11515,12786
